Timestamp,Transaction ID,Bank,Amount,Fraud Score,Verification,ZK Proof,TransactionID,UserID,Category,Country,Device,IsFraud,FraudScore,ZKProof
2025-08-06 04:28:02.217299,,Bank A,182.29785903458423,,Auto-Approved,,TX97803,USER2303,Entertainment,TH,ATM,False,0.0803533169866511,Verified
2025-08-06 04:35:47.048722,,Bank B,129.1819739539191,,Auto-Approved,,TX66983,USER4111,Food,TH,Web,False,0.1401174534786405,Verified
2025-08-06 04:44:56.280590,,Bank A,103.40730063051645,,Auto-Approved,,TX34102,USER9045,Entertainment,TH,Mobile,False,0.0815955873855191,Verified
2025-08-06 04:45:53.176922,,Bank B,25.17304078036969,,Auto-Approved,,TX43705,USER4296,Food,TH,Mobile,False,0.1256493633680149,Verified
2025-08-06 05:07:39.582937,,Bank A,62.56380712263978,,Declined,,TX71015,USER6824,Retail,TH,Mobile,True,0.8413450521245591,Verified
2025-08-06 05:23:38.910183,,Bank B,85.39038228580084,,Auto-Approved,,TX26469,USER7846,Retail,TH,Mobile,False,0.0739326388190322,Verified
2025-08-06 05:34:52.272465,,Bank A,527.7098844682259,,Auto-Approved,,TX21946,USER9924,Retail,TH,Other,False,0.2098127117627042,Verified
2025-08-06 05:39:14.338403,,Bank A,224.1559348713781,,Auto-Approved,,TX23542,USER1959,Food,TH,Mobile,False,0.205093685810494,Verified
2025-08-06 05:39:41.776468,,Bank B,17.8919665061021,,Auto-Approved,,TX75818,USER3801,Travel,TH,Other,False,0.0827722609474229,Verified
2025-08-06 05:43:15.036809,,Bank B,218.96256152759275,,Auto-Approved,,TX45825,USER6758,Retail,TH,Web,False,0.1294566333183686,Failed
2025-08-06 06:11:45.777261,,Bank B,93.49437401300771,,Auto-Approved,,TX94753,USER9864,Retail,TH,Mobile,False,0.0277375088130092,Verified
2025-08-06 06:16:46.586934,,Bank B,65.87069143971794,,Auto-Approved,,TX87817,USER1919,Food,TH,Mobile,False,0.0955743886935189,Verified
2025-08-06 06:24:08.654198,,Bank A,309.2071827672006,,Auto-Approved,,TX92402,USER5410,Travel,SG,ATM,False,0.1298122180386387,Verified
2025-08-06 06:46:15.331119,,Bank B,511.4242225938378,,Auto-Approved,,TX73589,USER7675,Other,TH,Mobile,False,0.114182905599496,Verified
2025-08-06 07:00:45.605692,,Bank C,453.7453524260732,,Auto-Approved,,TX30793,USER9798,Travel,TH,ATM,False,0.0352166475148633,Verified
2025-08-06 07:01:50.154144,,Bank C,54.21398885677839,,Auto-Approved,,TX37848,USER6569,Other,TH,ATM,False,0.0702519177911886,Verified
2025-08-06 07:02:58.789243,,Bank B,102.40598405945067,,Auto-Approved,,TX29777,USER6031,Other,TH,Mobile,False,0.1572728462820594,Verified
2025-08-06 07:22:37.025008,,Bank A,220.857151159654,,Auto-Approved,,TX27077,USER7786,Retail,OTHER,ATM,False,0.3654810730811736,Verified
2025-08-06 07:35:42.095496,,Bank A,478.4990150823675,,Auto-Approved,,TX53840,USER1661,Other,TH,Mobile,False,0.2636769813486597,Verified
2025-08-06 07:37:38.814416,,Bank A,83.51204847703099,,Auto-Approved,,TX37160,USER5893,Food,TH,Mobile,False,0.1921741150787289,Verified
2025-08-06 07:39:33.897872,,Bank B,118.77242034552631,,Auto-Approved,,TX48341,USER7925,Travel,TH,Mobile,False,0.2460476405988947,Verified
2025-08-06 08:01:05.995080,,Bank B,39.346146105295446,,Auto-Approved,,TX37330,USER7398,Entertainment,JP,Mobile,False,0.4027783105173519,Verified
2025-08-06 08:02:07.816336,,Bank C,35.32362668016002,,Auto-Approved,,TX82754,USER1721,Retail,TH,Mobile,False,0.0624478590247839,Verified
2025-08-06 08:08:59.936367,,Bank A,393.4802936260921,,Auto-Approved,,TX99280,USER6404,Food,TH,Other,False,0.3881456213754456,Verified
2025-08-06 08:11:05.091421,,Bank C,755.5817892451604,,Auto-Approved,,TX31425,USER5016,Retail,TH,Mobile,False,0.2351905505839631,Verified
2025-08-06 08:16:30.156409,,Bank A,136.1269429056362,,Auto-Approved,,TX17119,USER7768,Food,JP,Mobile,False,0.3367621185146282,Verified
2025-08-06 08:51:10.268122,,Bank B,494.84247394678806,,Auto-Approved,,TX79136,USER9207,Food,TH,Mobile,False,0.0695322379248949,Verified
2025-08-06 08:52:00.684539,,Bank A,229.05524753248565,,Auto-Approved,,TX78003,USER2526,Travel,TH,Mobile,False,0.1396017641923009,Verified
2025-08-06 08:52:43.672658,,Bank C,68.43307733272384,,Auto-Approved,,TX20957,USER5108,Food,SG,Mobile,False,0.3007624752622276,Verified
2025-08-06 09:00:31.024532,,Bank A,228.9891738357072,,Auto-Approved,,TX67894,USER2636,Travel,TH,ATM,False,0.1591766136872072,Verified
2025-08-06 09:02:27.865946,,Bank C,939.7781903994706,,Auto-Approved,,TX63929,USER5601,Food,TH,Mobile,False,0.1288451512615868,Verified
2025-08-06 09:10:30.854585,,Bank C,142.16789994004617,,Auto-Approved,,TX57258,USER5643,Travel,TH,Mobile,False,0.4103946249722703,Verified
2025-08-06 09:22:30.547390,,Bank A,970.2680630482764,,Auto-Approved,,TX57531,USER7329,Food,TH,Mobile,False,0.1694511585349265,Verified
2025-08-06 09:28:02.993525,,Bank A,6.400050462449698,,Auto-Approved,,TX26449,USER3094,Travel,TH,Mobile,False,0.1888245925991093,Verified
2025-08-06 09:30:28.876571,,Bank C,397.932743669722,,Auto-Approved,,TX36210,USER8071,Retail,OTHER,Web,False,0.3672855308630232,Verified
2025-08-06 09:33:24.093168,,Bank A,164.7544991373325,,Auto-Approved,,TX84303,USER4695,Food,TH,Mobile,False,0.3908238610483881,Verified
2025-08-06 09:36:55.884502,,Bank B,103.66776097050187,,Auto-Approved,,TX87581,USER2485,Retail,TH,Mobile,False,0.0780686923482016,Verified
2025-08-06 09:38:23.485003,,Bank B,165.68906538865684,,Auto-Approved,,TX33093,USER6762,Other,TH,ATM,False,0.1695595922166857,Verified
2025-08-06 09:45:35.176395,,Bank A,13.666086179712323,,Auto-Approved,,TX21678,USER9907,Online Services,TH,Mobile,False,0.2702850797676525,Verified
2025-08-06 09:47:33.463191,,Bank C,114.02226480078926,,Auto-Approved,,TX24408,USER2260,Online Services,TH,Mobile,False,0.4263161778363553,Verified
2025-08-06 09:51:13.266528,,Bank A,227.81527103951075,,Auto-Approved,,TX44438,USER2479,Entertainment,TH,Mobile,False,0.0857655394774445,Verified
2025-08-06 10:06:44.475962,,Bank C,874.3430931258176,,Auto-Approved,,TX11891,USER4014,Retail,TH,Mobile,False,0.2863934898331185,Verified
2025-08-06 10:09:51.798309,,Bank B,79.684551833698,,Auto-Approved,,TX97860,USER5606,Entertainment,TH,Mobile,False,0.1565415533047276,Verified
2025-08-06 10:12:51.066327,,Bank A,56.250091993780266,,Auto-Approved,,TX85830,USER8201,Travel,TH,Mobile,False,0.3776740530339344,Verified
2025-08-06 10:16:50.564065,,Bank B,81.27931431411457,,Auto-Approved,,TX61916,USER5477,Food,TH,Other,False,0.0911288379402516,Verified
2025-08-06 10:32:36.573895,,Bank C,445.1817123792708,,Auto-Approved,,TX51498,USER2030,Other,TH,Web,False,0.389503805671976,Verified
2025-08-06 10:40:52.091773,,Bank C,220.1923167621751,,Auto-Approved,,TX12811,USER3017,Retail,TH,Web,False,0.2436287561448999,Verified
2025-08-06 10:51:20.685826,,Bank A,78.59340228201242,,Auto-Approved,,TX38295,USER7874,Retail,TH,Mobile,False,0.1441160487118579,Verified
2025-08-06 10:57:36.011314,,Bank A,274.7663004262868,,Auto-Approved,,TX25460,USER6791,Retail,TH,Mobile,False,0.0472103634589396,Verified
2025-08-06 11:02:37.688353,,Bank C,166.7495621854292,,Auto-Approved,,TX83989,USER6781,Food,TH,Mobile,False,0.236069351025124,Verified
2025-08-06 11:07:25.314846,,Bank C,474.5533228406137,,Auto-Approved,,TX83169,USER5051,Travel,TH,Mobile,False,0.178147989828964,Verified
2025-08-06 11:26:39.379733,,Bank B,63.91386307265552,,Auto-Approved,,TX14345,USER6312,Retail,TH,Web,False,0.0317868030777356,Verified
2025-08-06 11:26:58.659660,,Bank A,100.16365758254696,,Auto-Approved,,TX50133,USER7492,Retail,TH,Mobile,False,0.3946582866367712,Verified
2025-08-06 11:31:19.659610,,Bank A,92.70943211799302,,Auto-Approved,,TX87729,USER3168,Food,TH,Web,False,0.1405364282920715,Verified
2025-08-06 11:35:00.915921,,Bank A,25.630474719808536,,Auto-Approved,,TX96223,USER8490,Food,JP,Mobile,False,0.3601898645305015,Verified
2025-08-06 11:38:33.443440,,Bank A,211.7368716836621,,Auto-Approved,,TX27912,USER1771,Retail,TH,Web,False,0.2515602699429369,Verified
2025-08-06 12:08:29.256916,,Bank A,203.0122509271914,,Auto-Approved,,TX22556,USER4483,Online Services,TH,Mobile,False,0.4141153749325152,Verified
2025-08-06 12:19:24.831754,,Bank B,149.32664398062414,,Auto-Approved,,TX28596,USER8893,Online Services,TH,Mobile,False,0.0139201807273352,Verified
2025-08-06 12:26:02.151718,,Bank A,111.99961568998906,,Auto-Approved,,TX35960,USER6672,Other,JP,Mobile,False,0.2127557996178962,Verified
2025-08-06 12:37:57.156758,,Bank B,27.15483484522316,,Declined,,TX87364,USER8752,Retail,TH,Web,True,0.972355118079568,Verified
2025-08-06 13:02:54.689303,,Bank C,89.58837897966319,,Auto-Approved,,TX56804,USER3406,Retail,JP,Mobile,False,0.0904891932828229,Verified
2025-08-06 13:22:52.738990,,Bank A,98.37065914448088,,Auto-Approved,,TX70694,USER5811,Travel,TH,Mobile,False,0.2027095865528696,Verified
2025-08-06 13:29:58.918640,,Bank B,56.67126413776523,,Auto-Approved,,TX42655,USER7337,Food,TH,Mobile,False,0.0567600822407053,Verified
2025-08-06 13:31:23.448064,,Bank A,122.29756665873494,,Auto-Approved,,TX20026,USER2952,Entertainment,TH,Mobile,False,0.4824713218515813,Verified
2025-08-06 13:43:29.488431,,Bank C,241.01544731455667,,Auto-Approved,,TX68853,USER7553,Travel,TH,Mobile,False,0.1504511104164815,Verified
2025-08-06 13:49:33.256710,,Bank A,1427.1333793264505,,Auto-Approved,,TX65903,USER8053,Retail,TH,Web,False,0.2290143246695801,Verified
2025-08-06 13:52:41.675609,,Bank B,183.00132173266496,,Auto-Approved,,TX26011,USER7114,Retail,TH,Mobile,False,0.1618676105826689,Verified
2025-08-06 14:06:58.848533,,Bank B,202.16020333007864,,Auto-Approved,,TX92300,USER1194,Travel,TH,Mobile,False,0.3246616546150809,Verified
2025-08-06 14:14:33.887473,,Bank A,135.72963119097165,,Auto-Approved,,TX29716,USER1005,Other,TH,Mobile,False,0.1234421122699618,Verified
2025-08-06 14:26:20.030106,,Bank A,14.842200993108332,,Auto-Approved,,TX60907,USER5669,Food,TH,Web,False,0.1327664786625499,Verified
2025-08-06 14:44:20.697109,,Bank A,143.7654783646364,,Auto-Approved,,TX44672,USER3549,Food,TH,Other,False,0.182294481564858,Verified
2025-08-06 14:48:59.430847,,Bank B,159.53706089284745,,Auto-Approved,,TX55311,USER6042,Travel,TH,Mobile,False,0.0406138490794092,Verified
2025-08-06 14:49:58.662231,,Bank B,2852.327295612933,,Auto-Approved,,TX34521,USER3277,Travel,TH,Mobile,False,0.0253587582704318,Verified
2025-08-06 14:52:46.571723,,Bank B,117.82103754741313,,Auto-Approved,,TX88284,USER9873,Entertainment,TH,Mobile,False,0.2366684861988426,Verified
2025-08-06 15:02:21.432107,,Bank B,213.12030336551985,,Auto-Approved,,TX19012,USER5867,Other,TH,ATM,False,0.0315264494921759,Verified
2025-08-06 15:03:01.917737,,Bank C,142.35812309709277,,Auto-Approved,,TX45838,USER9279,Travel,TH,Web,False,0.1456525250261612,Verified
2025-08-06 15:13:31.641182,,Bank A,36.51000581199144,,Auto-Approved,,TX24738,USER8222,Retail,TH,Mobile,False,0.0864908630022283,Verified
2025-08-06 15:27:26.000489,,Bank A,584.8686998959145,,Auto-Approved,,TX59468,USER2151,Food,TH,Mobile,False,0.1758578514481944,Verified
2025-08-06 15:32:16.503751,,Bank C,365.8852059371871,,Auto-Approved,,TX72886,USER4288,Food,TH,POS,False,0.2994621203358061,Verified
2025-08-06 15:33:04.161509,,Bank B,383.46115941661134,,Auto-Approved,,TX73502,USER3676,Food,TH,Mobile,False,0.2990034271723302,Verified
2025-08-06 15:37:34.385758,,Bank B,49.83587241051936,,Auto-Approved,,TX14819,USER2682,Food,TH,Mobile,False,0.1867176938251688,Verified
2025-08-06 15:39:26.441216,,Bank A,798.9937896824135,,Auto-Approved,,TX37980,USER8857,Entertainment,TH,Mobile,False,0.2113279754574289,Verified
2025-08-06 15:51:15.038473,,Bank A,27.598977492103067,,Auto-Approved,,TX91595,USER8848,Entertainment,TH,Mobile,False,0.3088324294353231,Verified
2025-08-06 15:51:44.939424,,Bank A,300.13384121814624,,Auto-Approved,,TX31288,USER6860,Travel,SG,Mobile,False,0.2226036755987297,Verified
2025-08-06 16:00:23.969737,,Bank C,2056.0598806320545,,Auto-Approved,,TX22429,USER6935,Retail,US,Web,False,0.1122496042350744,Verified
2025-08-06 16:01:32.603979,,Bank C,45.21172291977118,,Auto-Approved,,TX37728,USER6322,Online Services,JP,Mobile,False,0.0325941416030797,Verified
2025-08-06 16:03:41.192796,,Bank B,75.2219235078952,,Auto-Approved,,TX71312,USER6302,Retail,TH,Mobile,False,0.3249348362948797,Verified
2025-08-06 16:08:43.685441,,Bank A,167.265377520832,,Auto-Approved,,TX70957,USER6680,Travel,TH,Mobile,False,0.4994169764190911,Verified
2025-08-06 16:34:51.197329,,Bank C,81.11186206188414,,Auto-Approved,,TX43853,USER4878,Entertainment,US,Mobile,False,0.1239584256869512,Verified
2025-08-06 16:38:35.655763,,Bank B,23.08548079080022,,Auto-Approved,,TX19577,USER9004,Food,TH,Mobile,False,0.1438364759908875,Verified
2025-08-06 16:43:13.024133,,Bank A,161.14032508709388,,Auto-Approved,,TX39656,USER2092,Food,TH,Web,False,0.0254324837989142,Verified
2025-08-06 16:43:47.266886,,Bank C,41.4810021758479,,Auto-Approved,,TX58379,USER1015,Travel,TH,Mobile,False,0.1376284166519354,Verified
2025-08-06 17:06:51.585069,,Bank C,261.9912003540713,,Auto-Approved,,TX46215,USER6479,Retail,SG,Web,False,0.1619412258682777,Verified
2025-08-06 17:07:09.996058,,Bank B,49.23924257660626,,Auto-Approved,,TX63974,USER9632,Retail,TH,Mobile,False,0.0997368445578859,Verified
2025-08-06 17:07:37.699256,,Bank C,953.2920271293,,Auto-Approved,,TX90400,USER5498,Food,TH,Mobile,False,0.0913047062800761,Verified
2025-08-06 17:13:04.280502,,Bank A,57.97987973238505,,Auto-Approved,,TX11440,USER6735,Entertainment,TH,Mobile,False,0.1860518470097041,Verified
2025-08-06 17:23:15.359741,,Bank A,100.83910033307647,,Auto-Approved,,TX68268,USER6620,Online Services,TH,Mobile,False,0.1715426612818233,Verified
2025-08-06 17:24:15.567592,,Bank B,393.9486854508867,,Auto-Approved,,TX22139,USER4225,Travel,TH,Mobile,False,0.0988017637490104,Verified
2025-08-06 17:36:27.017682,,Bank A,33.88467408517293,,Auto-Approved,,TX17062,USER4282,Food,JP,Web,False,0.3297299667115795,Verified
2025-08-06 17:43:28.756370,,Bank B,194.9907109986876,,Auto-Approved,,TX68332,USER6244,Retail,TH,Mobile,False,0.0103277379736527,Verified
2025-08-06 17:44:49.459112,,Bank B,712.3513830115382,,Auto-Approved,,TX62665,USER8355,Entertainment,TH,Mobile,False,0.2984521746760576,Verified
2025-08-06 17:52:03.276027,,Bank B,21.56388918153248,,Auto-Approved,,TX24302,USER7554,Travel,TH,Other,False,0.0983422263877713,Verified
2025-08-06 17:53:48.492272,,Bank C,185.22302327750177,,Auto-Approved,,TX56611,USER4564,Retail,TH,Web,False,0.16033982229244,Verified
2025-08-06 17:59:21.941878,,Bank C,202.7268189110862,,Auto-Approved,,TX56163,USER6730,Food,TH,Mobile,False,0.2385076408647192,Verified
2025-08-06 18:01:08.922477,,Bank A,379.24690074530537,,Auto-Approved,,TX52822,USER2412,Food,TH,Mobile,False,0.2015225933479059,Verified
2025-08-06 18:02:51.232431,,Bank B,33.638093064400735,,Auto-Approved,,TX23367,USER5627,Retail,OTHER,Mobile,False,0.1279845120372201,Verified
2025-08-06 18:12:25.340624,,Bank C,30.43070295298657,,Auto-Approved,,TX44309,USER8900,Other,TH,Mobile,False,0.1144313849211336,Verified
2025-08-06 18:13:51.285943,,Bank A,277.6412683370728,,Auto-Approved,,TX79228,USER1462,Retail,TH,Mobile,False,0.1640737150728578,Verified
2025-08-06 18:22:14.865499,,Bank B,211.95661507993364,,Auto-Approved,,TX30209,USER5870,Other,TH,Mobile,False,0.326539682684606,Verified
2025-08-06 18:24:15.167009,,Bank C,200.45532829772043,,Auto-Approved,,TX11453,USER3911,Food,TH,Mobile,False,0.2235294827626769,Verified
2025-08-06 18:38:44.708466,,Bank C,224.9184408537496,,Auto-Approved,,TX36870,USER1847,Retail,TH,Mobile,False,0.085591890326919,Verified
2025-08-06 18:41:40.203634,,Bank A,65.62589337193857,,Auto-Approved,,TX85887,USER5374,Other,TH,Web,False,0.4217295767407262,Verified
2025-08-06 18:41:57.318639,,Bank C,196.11563045784823,,Auto-Approved,,TX84854,USER7150,Food,TH,Mobile,False,0.0457761631842947,Verified
2025-08-06 19:08:24.780525,,Bank B,210.9638871665001,,Auto-Approved,,TX99977,USER5461,Entertainment,OTHER,Web,False,0.3592657603501511,Verified
2025-08-06 19:10:26.506661,,Bank A,62.97754903585408,,Auto-Approved,,TX40575,USER3253,Retail,JP,Web,False,0.2601695632139741,Verified
2025-08-06 19:20:03.804485,,Bank C,1392.6022711448145,,Auto-Approved,,TX21157,USER2443,Travel,TH,POS,False,0.0509937815956592,Verified
2025-08-06 19:31:54.414892,,Bank C,262.0668188683468,,Auto-Approved,,TX70903,USER7767,Food,TH,Web,False,0.3220686487714219,Verified
2025-08-06 19:54:25.329190,,Bank A,35.532074775373594,,Auto-Approved,,TX48117,USER7164,Retail,US,Web,False,0.2673082378398732,Failed
2025-08-06 20:14:31.686108,,Bank B,326.3153778245696,,Auto-Approved,,TX92590,USER2813,Travel,TH,Mobile,False,0.2439387751685716,Verified
2025-08-06 20:47:56.337050,,Bank C,46.0801372881723,,Auto-Approved,,TX85562,USER3055,Online Services,US,ATM,False,0.091679013464197,Verified
2025-08-06 20:55:33.060677,,Bank A,381.6490711590928,,Auto-Approved,,TX48839,USER8891,Online Services,TH,Mobile,False,0.1708509053917398,Verified
2025-08-06 20:59:05.830091,,Bank A,596.0441221682593,,Auto-Approved,,TX32121,USER8798,Food,TH,Mobile,False,0.1194220440755914,Verified
2025-08-06 21:29:18.636957,,Bank A,55.433340010122166,,Auto-Approved,,TX76444,USER9994,Entertainment,OTHER,Web,False,0.2283964919666539,Verified
2025-08-06 21:37:22.327405,,Bank C,471.5623614224288,,Auto-Approved,,TX88216,USER3631,Travel,JP,Mobile,False,0.0726087266183435,Verified
2025-08-06 21:39:24.417032,,Bank C,243.55361724881368,,Auto-Approved,,TX24671,USER1959,Retail,TH,Mobile,False,0.4412400251057558,Verified
2025-08-06 21:44:54.534965,,Bank B,398.0080343912561,,Auto-Approved,,TX49142,USER5802,Retail,US,Mobile,False,0.199768594118177,Verified
2025-08-06 21:44:55.585002,,Bank C,1445.4147436406404,,Auto-Approved,,TX50772,USER8862,Travel,TH,Web,False,0.143185363291053,Verified
2025-08-06 21:55:04.699669,,Bank A,110.55733562203156,,Auto-Approved,,TX34349,USER7489,Food,TH,Mobile,False,0.2475345596827202,Verified
2025-08-06 21:57:46.622017,,Bank A,60.07036365941096,,Auto-Approved,,TX72640,USER6343,Online Services,TH,Web,False,0.4116465223411781,Verified
2025-08-06 22:22:44.490208,,Bank B,51.03862425641261,,Auto-Approved,,TX53124,USER8204,Other,TH,Web,False,0.112659918596673,Verified
2025-08-06 22:31:52.984052,,Bank C,55.75837693863658,,Auto-Approved,,TX95969,USER5326,Online Services,TH,Other,False,0.3203450952165836,Verified
2025-08-06 22:33:07.270227,,Bank A,135.297755868724,,Auto-Approved,,TX65809,USER1156,Food,TH,Mobile,False,0.1988795386183803,Verified
2025-08-06 22:34:21.327411,,Bank B,223.49350869910708,,Auto-Approved,,TX96552,USER8166,Retail,TH,Web,False,0.1581777205177664,Verified
2025-08-06 22:42:48.014127,,Bank C,206.85725358897497,,Auto-Approved,,TX50593,USER9443,Travel,TH,Mobile,False,0.0191738832613453,Verified
